,ano,bloco,ndvi,area,cdambiente
135,2021,146P2638,0.2305915233498163,11.18,C
136,2021,112P1223,0.1172125083061477,13.02,C
137,2021,117P1755,0.1239531061764561,21.69,C
138,2021,124P2484,0.2114107853780358,14.16,B
139,2021,131P3150,0.2363647796108689,7.09,C
140,2021,134P3432,0.1658735140993118,19.89,C
141,2021,309P0033,0.2098393099999562,19.47,D
142,2021,309P0037,0.2829241879109261,9.35,D
143,2021,310P0053,0.1961172057020945,14.9,D
144,2021,414P0021,0.1741203844930905,7.43,D
145,2021,112F0010,0.1804265600888907,0.76,C
146,2021,123F0029,0.1930675290902887,4.73,B
147,2021,123F0031,0.143307184798603,9.86,D
148,2021,123F0042,0.0909556031227111,0.43,B
149,2021,125F0012,0.2289499018007695,5.37,B
150,2021,125F0026,0.198763084882184,0.95,B
151,2021,125F0065,0.1184453074431653,7.66,C
152,2021,141F0001,0.15001847509689,9.28,D
153,2021,141F0002,0.3004035314235986,2.23,C
154,2021,303F0437,0.3535395220440563,6.6,B
155,2021,518F0017,0.0724448909419315,8.69,B
156,2021,601F0340,0.1103272931281683,3.77,C
157,2021,602F0007,0.1237364932894706,1.73,B
158,2021,602F0516,0.1077972511443867,29.84,C
159,2021,225P2733,0.1599287674285487,4.51,D
160,2021,145P4514,0.1853415716247944,9.5,B
161,2021,238P3801,0.0920606419937069,8.01,C
162,2021,602P0325,0.1920639627489699,0.83,D
163,2021,605P0336,0.2023767441607187,9.3,D
164,2021,110P1187,0.2440977916793638,14.43,B
165,2021,117P1515,0.2106586615419065,18.52,B
166,2021,131P3143,0.1543298907941434,2.04,C
167,2021,132P3204,0.2066106917704902,3.54,B
168,2021,309P0019,0.2643081312317674,13.17,C
169,2021,410P0017,0.082691492909851,17.05,C
170,2021,410P0082,0.1157659916147109,9.35,C
171,2021,414P0002,0.190399574117831,9.51,B
172,2021,111F0004,0.2477089506034527,7.55,A
173,2021,111F0115,0.1179264706988183,0.64,B
174,2021,113F0011,0.1217078067588083,17.31,A
175,2021,123F0021,0.1703277559807667,13.55,C
176,2021,131F0036,0.1119975165008778,11.63,C
177,2021,132F0003,0.2412601304172246,0.36,C
178,2021,132F0020,0.2684424156303385,9.46,C
179,2021,134F0027,0.1755312296786698,11.62,C
180,2021,135F0006,0.2086610634200058,17.57,C
181,2021,145F0002,0.1685353720835013,1.28,C
182,2021,302F0002,0.3655705741375168,3.5,C
183,2021,302F0018,0.131717421631553,7.14,B
184,2021,302F0555,0.3306612550529815,13.09,C
185,2021,521F0011,0.1688894564433703,6.95,A
186,2021,521F0130,0.0517808283072967,4.93,A
187,2021,601F0181,0.2045642657044787,6.3,D
188,2021,603F0059,0.2922588098983817,7.26,A
189,2021,603F0457,0.1706247523427009,0.81,C
190,2021,604F0102,0.0775294428382779,23.9,C
191,2021,606F0010,0.1246657555681148,6.58,B
192,2021,225P2744,0.1754942074438928,21.25,C
193,2021,225P2752,0.2059658749431774,11.84,D
194,2021,220P2006,0.1790281112724386,40.24,C
195,2021,413P0020,0.2244846373396968,7.42,B
196,2021,602P0316,0.2580569916836759,11.88,C
197,2021,112P1677,0.2379072396024581,13.92,C
198,2021,113P1304,0.2899561583198148,8.78,B
199,2021,116P1609,0.1359959863719532,8.51,C
200,2021,121P2127,0.1872373499494317,6.06,B
201,2021,123P2366,0.2129480798113701,9.17,B
202,2021,131P3113,0.1479407079251749,1.72,C
203,2021,132P3205,0.3262078826835362,19.21,C
204,2021,134P3421,0.1564654444105192,4.78,D
205,2021,134P3438,0.1326167495126027,17.47,C
206,2021,135P3550,0.2909589122345976,3.09,C
207,2021,143P4204,0.1791590915240022,21.05,C
208,2021,301P0011,0.2483272842968566,2.35,C
209,2021,303P0020,0.3545295803026221,13.05,A
210,2021,309P0061,0.2161823619069076,6.42,C
211,2021,411P0014,0.1544929005480711,25.42,D
212,2021,414P0056,0.1959251585050865,6.79,B
213,2021,110F0008,0.2374630092143788,31.89,C
214,2021,111F0150,0.2472798769839671,4.8,A
215,2021,123F0029,0.2025761626821627,4.27,B
216,2021,303F0315,0.1519455131014405,11.01,B
217,2021,409F0001,0.1726514578763553,6.18,B
218,2021,521F0062,0.0957405973061666,14.56,B
219,2021,521F0141,0.2298839573262776,17.68,A
220,2021,601F0020,0.1344596532753258,9.26,D
221,2021,602F0517,0.3098723106999813,7.4,B
222,2021,143P4567,0.2006628064412133,6.27,C
223,2021,221F0008,0.1988173459757263,17.39,D
224,2021,221F0070,0.1176806526817567,10.06,D
225,2021,604P0311,0.224056284013331,27.6,A
226,2021,110P1137,0.1384450911973836,18.7,B
227,2021,111P1139,0.2563295736289064,6.03,B
228,2021,116P1538,0.1893499099135109,4.1,C
229,2021,117P1757,0.1343592938449647,1.83,C
230,2021,121P2122,0.1660173509976473,9.28,C
231,2021,123P2366,0.2042234118352943,7.05,B
232,2021,132P3207,0.088545491780492,24.25,C
233,2021,134P3402,0.1936222907612758,13.44,C
234,2021,517P0030,0.2803835358850106,8.62,C
235,2021,410P0016,0.1434654162535932,25.49,C
236,2021,410P0026,0.12727902875514,6.68,C
237,2021,414P0069,0.215206802287371,2.99,B
238,2021,111F0010,0.1983237379103255,1.4,B
239,2021,111F0018,0.214323741463614,8.27,B
240,2021,111F0068,0.3280669974858893,42.85,C
241,2021,112F0031,0.0790093386898169,3.73,C
242,2021,113F0014,0.1946914402534555,11.1,A
243,2021,131F0016,0.1970239190892739,0.57,C
244,2021,141F0002,0.2493727833252599,24.85,C
245,2021,141F0002,0.3429706142348668,7.7,C
246,2021,409F0001,0.1907130223026907,17.72,B
247,2021,601F0099,0.0762317816037139,4.84,D
248,2021,221P3111,0.2461636478623946,19.59,C
249,2021,224P2432,0.1420541912201763,11.58,C
250,2021,225P2659,0.2964995118258502,5.08,C
251,2021,225P2756,0.2081598466354073,24.36,D
252,2021,226P2620,0.3185825789608743,11.35,D
253,2021,409P0030,0.1015301832746507,16.42,C
254,2021,113P1302,0.2227991091773202,11.84,C
255,2021,116P1634,0.1951825946245895,8.41,C
256,2021,122P2214,0.1862350712501167,6.7,B
257,2021,132P3201,0.2404208223288741,6.75,C
258,2021,517P0023,0.1901250174627281,14.59,C
259,2021,414P0046,0.347800830720479,6.92,C
260,2021,414P0069,0.2089263725539912,6.05,B
261,2021,112F0062,0.1688668644231445,4.25,C
262,2021,125F0005,0.1127169466910932,18.06,C
263,2021,302F0252,0.0890838093448927,21.53,B
264,2021,309F0915,0.2870248474018171,8.73,B
265,2021,520F0021,0.2910497035147545,13.4,A
266,2021,521F0041,0.3428588318926858,7.55,A
267,2021,521F0086,0.060926765770892,20.18,C
268,2021,605F0042,0.2230723066075804,2.0,D
269,2021,605F0084,0.1386986473664224,12.17,D
270,2021,606F0019,0.2673338345787231,10.01,C
271,2021,221P3410,0.2126836310608017,29.79,E
272,2021,222P2301,0.1041088644019674,28.19,D
273,2021,232P3208,0.1890666652599539,20.18,D
274,2021,143P4341,0.1905795538625797,2.4,D
275,2021,220P2843,0.1226063186072168,10.08,D
276,2021,413P0019,0.1494329532467152,15.57,C
277,2021,135F0007,0.0721371526648403,14.11,C
278,2021,146F0005,0.1430898320010822,14.36,C
279,2021,602P0325,0.1891631329779162,5.33,D
280,2021,116P1615,0.1562571894157808,8.32,C
281,2021,134P3445,0.1095502606703919,18.02,B
282,2021,517P0031,0.2973123698898817,7.37,C
283,2021,410P0001,0.124500870070374,17.32,D
284,2021,110F0008,0.1959954598829859,5.23,C
285,2021,110F0012,0.1141089939655479,6.3,B
286,2021,111F0011,0.2080448139736901,1.33,B
287,2021,111F0024,0.2804231297516449,22.35,B
288,2021,111F0133,0.2249316368533096,7.25,A
289,2021,112F0053,0.1516004202671381,25.11,B
290,2021,301F0401,0.0581526133981621,18.09,C
291,2021,302F0152,0.2599445318332669,9.59,D
292,2021,302F0300,0.3124380582189197,18.47,C
293,2021,302F0478,0.1648496326358096,9.31,B
294,2021,518F0005,0.2441671173760424,23.1,A
295,2021,518F0011,0.3151457107813395,24.33,B
296,2021,518F0011,0.3328473142833933,17.94,B
297,2021,522F0051,0.2845157787810592,21.68,A
298,2021,601F0377,0.128936364561398,20.29,C
299,2021,605F0005,0.1259662968911872,10.8,C
300,2021,606F0165,0.2328165371367272,2.38,C
301,2021,224P2428,0.1654012727672972,19.49,D
302,2021,226P2536,0.1007237177324521,2.1,C
303,2021,226P2638,0.1965261175368604,12.11,C
304,2021,226P2678,0.1087048611631034,7.89,C
305,2021,135F0007,0.2435361714313025,13.58,C
306,2021,605P0336,0.1808364247600306,5.76,D
307,2021,110P1118,0.1219205770017874,2.21,B
308,2021,116P1654,0.1802555246699573,14.65,D
309,2021,123P2328,0.1339183179268115,5.68,C
310,2021,124P2424,0.1891118268417956,12.69,B
311,2021,124P2486,0.1871921154877024,5.84,B
312,2021,517P0023,0.1910558948436315,9.82,C
313,2021,309P0044,0.0815176992917379,15.77,D
314,2021,409P0025,0.1281903334924831,38.46,D
315,2021,414P0056,0.1538919114752819,0.98,B
316,2021,111F0014,0.1243820426730597,5.78,B
317,2021,111F0061,0.1068705318204929,1.86,B
318,2021,112F0046,0.1889350488781929,0.23,B
319,2021,113F0003,0.2855879507975783,4.4,B
320,2021,125F0036,0.1125222049930988,18.3,A
321,2021,135F0011,0.1265308145994778,8.84,C
322,2021,301F0583,0.2406491740354589,20.05,B
323,2021,301F0816,0.2220390983588099,25.04,C
324,2021,309F0809,0.2498680764938151,30.52,C
325,2021,517F0302,0.140195080789469,0.57,B
326,2021,517F0684,0.0602721649046829,23.36,C
327,2021,601F0377,0.2780715288680163,11.84,C
328,2021,225P2572,0.2808077289628378,13.76,D
329,2021,226P2656,0.090421578208072,7.32,D
330,2021,232P3202,0.1980572572515249,14.01,D
331,2021,232P3237,0.1946440225716718,14.36,D
332,2021,220P2022,0.2256343503758101,9.8,C
333,2021,112P1669,0.2221052449632872,4.45,B
334,2021,123P2350,0.1746473129393236,7.64,C
335,2021,134P3451,0.1574053776412236,4.66,B
336,2021,517P0029,0.1171285691321731,12.14,C
337,2021,518P0022,0.0280135161150485,7.84,B
338,2021,520P0004,0.1939942366513076,5.34,A
339,2021,308P0011,0.1631569357374168,21.43,D
340,2021,410P0019,0.1740604159233072,31.12,D
341,2021,410P0082,0.105975189289286,8.9,C
342,2021,110F0015,0.1268809279263542,18.23,B
343,2021,302F0252,0.3268107127639955,9.7,B
344,2021,302F0495,0.1952443817225487,9.2,B
345,2021,302F0875,0.1358962646349757,7.37,B
346,2021,303F0434,0.162777005408714,7.73,C
347,2021,521F0042,0.1826048012841354,16.23,C
348,2021,521F0173,0.0862397889572886,19.12,B
349,2021,601F0340,0.1156818409051213,1.05,C
350,2021,601F0377,0.1310387329101117,13.59,C
351,2021,601F0377,0.1231036622242601,15.04,C
352,2021,232P3054,0.2143248399849843,16.9,C
353,2021,123P2348,0.1178587675192061,15.2,C
354,2021,112P1266,0.2106566529036985,30.3,C
355,2021,116P1663,0.1797492917711761,1.78,C
356,2021,125P2480,0.1837211781836867,7.14,D
357,2021,125P2501,0.1835447221596343,17.19,B
358,2021,143P4242,0.1788791714475886,10.12,D
359,2021,517P0040,0.2827924133186609,7.11,D
360,2021,522P0007,0.1151933517742032,13.4,C
361,2021,301P0008,0.1205650196210128,25.54,C
362,2021,407P0037,0.1312107837361189,11.69,C
363,2021,110F0008,0.2592933953434333,8.59,C
364,2021,111F0004,0.3053114644542722,7.53,A
365,2021,111F0006,0.1081246867201568,4.66,B
366,2021,112F0010,0.117194339345109,10.9,C
367,2021,113F0010,0.1410456802463671,13.59,B
368,2021,125F0036,0.1067193735497338,3.49,A
369,2021,131F0005,0.1769110069534705,12.75,C
370,2021,133F0015,0.3011319055289462,1.39,C
371,2021,133F0035,0.2838294456402461,1.5,E
372,2021,134F0008,0.2800682175617952,2.74,C
373,2021,301F0611,0.2677641557550592,8.89,C
374,2021,302F0311,0.1978858638486971,12.62,B
375,2021,302F0527,0.0869386468190624,25.21,B
376,2021,517F0008,0.0762138454884307,36.32,B
377,2021,517F0391,0.2726923347248098,21.0,B
378,2021,521F0015,0.0989256880032978,22.49,A
379,2021,521F0032,0.2064021361941029,5.15,A
380,2021,521F0041,0.3468753731612003,5.66,A
381,2021,601F0046,0.0852094030546294,10.49,C
382,2021,604F0020,0.1071407766464,24.96,B
383,2021,606F0017,0.1117760017223076,25.75,B
384,2021,221P3120,0.2120260529351973,9.0,C
385,2021,222P2247,0.130152167088755,24.15,C
386,2021,225P2677,0.1275457191701418,7.33,C
387,2021,226P2542,0.1011033848377401,10.24,D
388,2021,220P2022,0.1529354118057434,1.44,C
389,2021,220P2033,0.134495547967794,38.7,D
390,2021,221F0012,0.1821811648417742,33.09,D
391,2021,601P0337,0.1182676928532605,17.98,B
392,2021,602P0016,0.2469283677663978,14.45,B
393,2021,112P1214,0.2203246377612156,19.41,C
394,2021,122P2202,0.2034539033242534,13.67,C
395,2021,122P2227,0.1237433819469612,4.72,C
396,2021,123P2369,0.2177936375246826,7.06,D
397,2021,143P4304,0.18318186871632,16.81,C
398,2021,309P0019,0.2351053863555401,4.33,C
399,2021,407P0014,0.2603206140950659,34.09,B
400,2021,411P0007,0.2230501497003037,2.56,D
401,2021,110F0012,0.1274700709720597,1.38,B
402,2021,116F0029,0.0873312717505468,6.48,B
403,2021,117F0018,0.1647021221899242,4.98,C
404,2021,125F0043,0.1277146680931155,4.19,C
405,2021,131F0004,0.2465521775992568,7.74,C
406,2021,132F0014,0.1186904787376725,3.29,C
407,2021,134F0005,0.2204594762538964,8.2,C
408,2021,301F0447,0.2520833878599265,25.02,C
409,2021,302F0361,0.1387400750213225,9.95,C
410,2021,602F0540,0.2334343115757177,2.25,C
411,2021,603F0104,0.1367508156491177,8.44,C
412,2021,222P2209,0.070997823922997,9.63,D
413,2021,224P2439,0.1682010490567964,18.74,C
414,2021,143P4366,0.1291149380969336,12.52,C
415,2021,146F0005,0.1304140494725967,25.17,C
416,2021,146F0010,0.1773537657840287,15.24,B
417,2021,113P1302,0.2108694083793066,4.23,C
418,2021,113P1317,0.1407886724901425,21.1,C
419,2021,117P1504,0.1859285890771325,7.85,B
420,2021,117P1745,0.1279190920441847,12.08,C
421,2021,122P2205,0.2274797828388653,33.62,B
422,2021,125P2507,0.1691449824476179,3.81,B
423,2021,132P3221,0.2328643356233444,8.5,C
424,2021,134P3418,0.10411103301975,17.55,C
425,2021,143P4345,0.1658863784222837,9.31,C
426,2021,521P0005,0.0490775520962939,11.11,A
427,2021,408P0008,0.1836924792826175,6.03,B
428,2021,410P0082,0.1087657095100473,2.18,C
429,2021,414P0055,0.0922226253545509,3.7,B
430,2021,111F0007,0.2217988358019676,4.28,B
431,2021,112F0113,0.1037141449435393,17.08,C
432,2021,125F0041,0.1221355847418308,2.51,C
433,2021,135F0013,0.1284891391857048,14.72,C
434,2021,301F0265,0.1316223552666399,16.81,D
435,2021,302F0011,0.269457410999145,13.75,C
436,2021,302F0524,0.3049531795933277,3.94,C
437,2021,303F0461,0.1202770276841792,18.96,B
438,2021,310F0387,0.0881781718959022,3.61,D
439,2021,601F0165,0.138781464311867,2.41,D
440,2021,605F0050,0.0937722794094434,25.09,C
441,2021,220P2944,0.194194089893769,45.95,D
442,2021,222P2207,0.2411002658413686,34.36,D
443,2021,224P2304,0.1194766934693795,17.91,D
444,2021,224P4605,0.136406175211765,8.6,C
445,2021,225P2513,0.1327790059497673,25.86,D
446,2021,601P0313,0.1599675143306905,11.71,C
447,2021,602P0308,0.2528205857383796,34.36,A
448,2021,603P0073,0.1615603386738596,1.71,D
449,2021,111P1183,0.2305360627179026,6.46,B
450,2021,112P1642,0.254270943781633,1.81,C
451,2021,117P1504,0.1801081469208495,12.08,B
452,2021,117P1530,0.2355747871993367,7.46,C
453,2021,117P1531,0.2061147707580579,22.76,B
454,2021,121P2114,0.1219164392000503,8.92,C
455,2021,123P2346,0.1551204298396368,1.85,C
456,2021,517P0026,0.2561434190994129,25.25,B
457,2021,522P0044,0.1243571645327817,8.59,A
458,2021,308P0062,0.2268347761145344,2.67,B
459,2021,309P0010,0.0900395668753493,19.09,D
460,2021,309P0041,0.2355087360136217,11.25,C
461,2021,309P0057,0.203489028534739,21.18,C
462,2021,111F0004,0.1807566850802291,4.41,A
463,2021,111F0009,0.1403349501545828,7.18,B
464,2021,111F0065,0.2767531760857494,2.26,B
465,2021,112F0115,0.0960233413196843,5.26,C
466,2021,116F0041,0.1574482514244045,4.09,C
467,2021,117F0018,0.1312277260944052,19.21,C
468,2021,123F0030,0.1820537350360472,10.01,D
469,2021,125F0045,0.2313674383542754,1.31,C
470,2021,133F0015,0.1982450115579251,10.91,C
471,2021,302F0016,0.1679449092425748,5.0,A
472,2021,302F0016,0.1786600368739533,3.48,A
473,2021,302F0361,0.3925208277665636,12.03,C
474,2021,603F0020,0.1078441460731993,5.36,C
475,2021,145P4545,0.1092027312212826,5.13,C
476,2021,221F0026,0.0981900397520962,8.63,C
477,2021,224P4601,0.1395428072674757,22.07,C
478,2021,122P2227,0.1272443134859564,14.47,C
479,2021,517P0066,0.1733970365637572,5.65,C
480,2021,517P0093,0.2000951828892196,27.4,D
481,2021,521P0013,0.1429318819882532,11.64,A
482,2021,302P0025,0.1265702242863939,23.51,D
483,2021,302P0049,0.238669048677933,19.91,C
484,2021,302P0069,0.1171086095802321,12.69,C
485,2021,308P0017,0.0753849086248438,18.39,D
486,2021,411P0013,0.2123583093333474,6.04,C
487,2021,110F0028,0.1125974901697852,1.65,B
488,2021,113F0008,0.1277534226360528,2.73,B
489,2021,125F0024,0.1982991537925872,0.87,B
490,2021,131F0011,0.1224884515007336,4.01,B
491,2021,133F0011,0.1468508443703838,1.02,C
492,2021,303F0434,0.1284644222174184,9.12,C
493,2021,601F0468,0.1615841195207647,5.43,C
494,2021,606F0170,0.1078722947256058,4.41,C
495,2021,238P3914,0.1365755948561003,12.44,C
496,2021,220P2934,0.1556206002554657,12.74,D
497,2021,221P2144,0.1382640410272568,1.82,D
498,2021,221P3131,0.1944857747815431,28.19,C
499,2021,113P1437,0.2203600428138788,1.07,B
500,2021,116P1615,0.1860927500829254,4.86,C
501,2021,134P3402,0.1642704680741659,16.64,C
502,2021,135P3502,0.1054080504022603,6.87,C
503,2021,141P4132,0.1902383553113864,10.37,C
504,2021,517P0072,0.2153197627970638,12.58,C
505,2021,301P0040,0.0918278509551923,6.28,C
506,2021,409P0049,0.2313459673162907,18.43,C
507,2021,413P0036,0.1603969226628541,10.01,C
508,2021,121F0001,0.1675304782103093,20.15,B
509,2021,123F0029,0.1556017046303029,9.47,B
510,2021,124F0030,0.2855779931282627,5.83,B
511,2021,131F0026,0.2307857660511832,9.77,C
512,2021,132F0016,0.1084274038238296,10.68,C
513,2021,302F0252,0.310896586720683,8.33,B
514,2021,302F0459,0.1397489172362146,13.68,C
515,2021,303F0434,0.1341947998337201,17.93,C
516,2022,125F0024,0.1531262940484116,3.85,B
517,2021,520F0018,0.1961084030639221,16.96,A
518,2021,521F0046,0.1659919697069723,10.24,A
519,2021,601F0042,0.1118420073588012,5.98,C
520,2021,235P3426,0.1431265331481759,24.02,D
521,2021,222P2274,0.1909986493721412,10.6,D
522,2021,605P0308,0.2203112938301357,5.03,C
523,2021,111P1116,0.2570052164719687,5.67,B
524,2021,116P1231,0.0854991153896765,15.07,C
525,2021,116P1246,0.1232333427631711,8.3,C
526,2021,517P0093,0.2098568338360231,21.66,D
527,2021,518P0004,0.2152842032057898,1.74,A
528,2021,411P0007,0.2107264798437579,14.67,D
529,2021,111F0004,0.2958319609341659,22.55,A
530,2021,111F0004,0.118708007354416,17.72,A
531,2021,112F0002,0.1149446244600118,3.12,B
532,2021,117F0005,0.1911841921841651,7.96,D
533,2021,131F0032,0.1949684856092037,4.39,B
534,2021,145F0002,0.1736394750234455,9.1,C
535,2021,302F0016,0.134399680959538,4.83,A
536,2021,302F0875,0.1307348392524135,21.45,B
537,2021,407F0001,0.0909948309742603,11.91,B
538,2021,601F0218,0.1643074226942453,10.52,C
539,2021,602F0003,0.2316227260396622,15.4,C
540,2021,220P2930,0.2591408098156526,4.14,C
541,2021,225P2572,0.2756096988729549,16.05,D
542,2021,112P1211,0.2286567949611722,2.59,D
543,2021,112P1265,0.1142865949693848,5.63,B
544,2021,121P2136,0.1576818661051708,14.91,C
545,2021,124P2404,0.2355503651838845,6.24,C
546,2021,131P3116,0.1345649030380087,7.15,C
547,2021,134P1500,0.213765369778878,9.16,B
548,2021,143P4347,0.1801205185422965,10.55,C
549,2021,143P4357,0.1971152086555511,33.39,C
550,2021,310P0047,0.2453473586336115,7.53,D
551,2021,407P0014,0.0900271820938388,4.87,B
552,2021,407P0046,0.1791890513883784,22.7,B
553,2021,410P0018,0.1122516517956715,27.28,C
554,2022,113F0003,0.1193911157106911,13.54,B
555,2021,410P0039,0.2805765009202564,19.7,C
556,2021,414P0056,0.1675949728639834,26.11,B
557,2021,110F0009,0.1519622854088659,3.51,A
558,2021,110F0043,0.1648711791159185,4.51,C
559,2021,112F0041,0.127033349337628,15.19,D
